tunecache	1.1.0	1.1.0-bbf27d48a-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.5.50	# Last updated Fri Jul 29 15:16:32 2022

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
   32x64x16x16x2	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIsLi4ELi3ELi8ELb0ELb0EEENS2_IfLi4ELi3ELi4ELb0ELb0EEESt5tupleIJRNS_16ColorSpinorFieldERKS6_19QudaFieldLocation_sPsPKfEEEE	GPU-offline,vol=1048576,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=2vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,PreserveBasis	288	1	1	3641	1	1	0	-1	-1	-1	-1	0.00011685	# 0.00 Gflop/s, 1328.11 GB/s, tuning took 0.023703 seconds at Mon Jul 11 18:24:24 2022
   32x64x16x16x2	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIsLi4ELi3ELi8ELb0ELb0EEES3_St5tupleIJRNS_16ColorSpinorFieldERKS5_19QudaFieldLocation_sPsPKsEEEE	GPU-offline,vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,PreserveBasis	352	1	1	2979	1	1	0	-1	-1	-1	-1	8.4992e-05	# 0.00 Gflop/s, 1283.08 GB/s, tuning took 0.020001 seconds at Mon Jul 11 18:24:56 2022
   32x64x16x16x2	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor21SpaceSpinorColorOrderIdLi4ELi3EEENS1_11FloatNOrderIdLi4ELi3ELi2ELb0ELb0EEESt5tupleIJRNS_16ColorSpinorFieldERKS7_19QudaFieldLocation_sPdPKdEEEE	GPU-offline,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2vol=1048576,parity=1,precision=8,order=9,Ns=4,Nc=3,TwistFlavor=2,RelBasis	128	1	1	8192	1	1	0	-1	-1	-1	-1	0.000295424	# 0.00 Gflop/s, 1362.97 GB/s, tuning took 0.037722 seconds at Mon Jul 11 18:24:56 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	5	1	0	-1	0.00152405	# 1354.02 Gflop/s, 2245.69 GB/s, tuning took 0.241722 seconds at Mon Jul 11 18:23:58 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.00151825	# 1359.19 Gflop/s, 2254.27 GB/s, tuning took 0.237879 seconds at Mon Jul 11 18:24:20 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	32	2	1	4096	1	1	12840	-1	-1	-1	-1	0.000112754	# 474.28 Gflop/s, 1450.75 GB/s, tuning took 0.042480 seconds at Mon Jul 11 18:23:53 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	16	2	1	8192	1	1	12840	-1	-1	-1	-1	0.000530432	# 100.82 Gflop/s, 308.39 GB/s, tuning took 0.157980 seconds at Mon Jul 11 18:23:53 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	32	2	1	4096	1	1	13910	-1	-1	-1	-1	0.000112412	# 475.72 Gflop/s, 1455.16 GB/s, tuning took 0.042536 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	16	2	1	8192	1	1	11128	-1	-1	-1	-1	0.000530091	# 100.88 Gflop/s, 308.58 GB/s, tuning took 0.157969 seconds at Mon Jul 11 18:24:15 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	32	2	1	2048	1	1	16692	-1	-1	-1	-1	5.60924e-05	# 476.69 Gflop/s, 1458.11 GB/s, tuning took 0.027557 seconds at Mon Jul 11 18:23:52 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	16	2	1	4096	1	1	83457	-1	-1	-1	-1	0.000489131	# 54.67 Gflop/s, 167.21 GB/s, tuning took 0.144913 seconds at Mon Jul 11 18:23:53 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	32	2	1	2048	1	1	16692	-1	-1	-1	-1	5.64907e-05	# 473.33 Gflop/s, 1447.83 GB/s, tuning took 0.027734 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	16	2	1	4096	1	1	83457	-1	-1	-1	-1	0.000489131	# 54.67 Gflop/s, 167.21 GB/s, tuning took 0.144928 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1	64	2	1	1024	1	1	33383	-1	-1	-1	-1	5.76853e-05	# 463.53 Gflop/s, 1417.85 GB/s, tuning took 0.027901 seconds at Mon Jul 11 18:23:53 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	64	2	1	1024	1	1	33383	-1	-1	-1	-1	5.79698e-05	# 461.25 Gflop/s, 1410.89 GB/s, tuning took 0.027873 seconds at Mon Jul 11 18:23:53 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1	32	2	1	2048	1	1	15174	-1	-1	-1	-1	5.82542e-05	# 459.00 Gflop/s, 1404.00 GB/s, tuning took 0.027941 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	2	1	2048	1	1	12288	-1	-1	-1	-1	5.82542e-05	# 459.00 Gflop/s, 1404.00 GB/s, tuning took 0.027966 seconds at Mon Jul 11 18:24:15 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1	32	2	1	16384	1	1	33383	-1	-1	-1	-1	0.00132676	# 1524.54 Gflop/s, 2456.34 GB/s, tuning took 0.371235 seconds at Mon Jul 11 18:23:52 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-device	32	2	1	16384	1	1	13910	2	-1	-1	-1	0.0013626	# 1486.75 Gflop/s, 2447.13 GB/s, tuning took 2.239602 seconds at Mon Jul 11 18:23:55 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-remote	32	2	1	16384	1	1	12288	2	-1	-1	-1	0.00135373	# 1496.50 Gflop/s, 2463.18 GB/s, tuning took 2.228236 seconds at Mon Jul 11 18:23:58 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	32	2	1	16384	1	1	23845	-1	-1	-1	-1	0.00132301	# 1528.87 Gflop/s, 2463.31 GB/s, tuning took 0.370498 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-device	32	2	1	16384	1	1	20865	2	-1	-1	-1	0.00135953	# 1490.11 Gflop/s, 2452.66 GB/s, tuning took 2.237531 seconds at Mon Jul 11 18:24:17 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-remote	32	2	1	16384	1	1	20865	2	-1	-1	-1	0.001351	# 1499.52 Gflop/s, 2468.16 GB/s, tuning took 2.231967 seconds at Mon Jul 11 18:24:19 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	2	1	0	-1	0.000749909	# 2751.80 Gflop/s, 2281.98 GB/s, tuning took 0.123057 seconds at Mon Jul 11 18:23:16 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.000753323	# 2739.33 Gflop/s, 2271.64 GB/s, tuning took 0.124871 seconds at Mon Jul 11 18:23:33 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	96	2	1	1366	1	1	18432	-1	-1	-1	-1	5.25474e-05	# 1017.70 Gflop/s, 1556.48 GB/s, tuning took 0.044633 seconds at Mon Jul 11 18:23:10 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	64	2	1	2048	1	1	13910	-1	-1	-1	-1	0.00026112	# 204.80 Gflop/s, 313.22 GB/s, tuning took 0.158921 seconds at Mon Jul 11 18:23:11 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	64	2	1	2048	1	1	12288	-1	-1	-1	-1	5.38947e-05	# 992.26 Gflop/s, 1517.57 GB/s, tuning took 0.045290 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	64	2	1	2048	1	1	13910	-1	-1	-1	-1	0.000261888	# 204.20 Gflop/s, 312.30 GB/s, tuning took 0.159283 seconds at Mon Jul 11 18:23:28 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	96	2	1	683	1	1	20865	-1	-1	-1	-1	1.53088e-05	# 1746.62 Gflop/s, 2671.30 GB/s, tuning took 0.022904 seconds at Mon Jul 11 18:23:10 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	32	2	1	2048	1	1	83457	-1	-1	-1	-1	0.000248422	# 107.63 Gflop/s, 164.62 GB/s, tuning took 0.155379 seconds at Mon Jul 11 18:23:11 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	112	2	1	586	1	1	27819	-1	-1	-1	-1	1.52939e-05	# 1748.32 Gflop/s, 2673.90 GB/s, tuning took 0.023267 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	2	1	2048	1	1	83457	-1	-1	-1	-1	0.000248422	# 107.63 Gflop/s, 164.62 GB/s, tuning took 0.155492 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1	96	2	1	683	1	1	33383	-1	-1	-1	-1	1.41033e-05	# 1895.92 Gflop/s, 2899.64 GB/s, tuning took 0.022110 seconds at Mon Jul 11 18:23:10 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	96	2	1	683	1	1	33383	-1	-1	-1	-1	1.41653e-05	# 1887.61 Gflop/s, 2886.94 GB/s, tuning took 0.022097 seconds at Mon Jul 11 18:23:11 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1	96	2	1	683	1	1	33383	-1	-1	-1	-1	1.4464e-05	# 1848.64 Gflop/s, 2827.33 GB/s, tuning took 0.022386 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1,zero_copy,p2p=1	96	2	1	683	1	1	18546	-1	-1	-1	-1	1.4624e-05	# 1828.41 Gflop/s, 2796.39 GB/s, tuning took 0.022298 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1	128	2	1	4096	1	1	33383	-1	-1	-1	-1	0.000641707	# 3152.07 Gflop/s, 2539.30 GB/s, tuning took 0.357844 seconds at Mon Jul 11 18:23:10 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-device	128	2	1	4096	1	1	27819	1	-1	-1	-1	0.000656725	# 3084.77 Gflop/s, 2538.71 GB/s, tuning took 2.497292 seconds at Mon Jul 11 18:23:13 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-remote	128	2	1	4096	1	1	33383	1	-1	-1	-1	0.000653312	# 3100.89 Gflop/s, 2551.98 GB/s, tuning took 2.490771 seconds at Mon Jul 11 18:23:16 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	128	2	1	4096	1	1	33383	-1	-1	-1	-1	0.000646485	# 3128.77 Gflop/s, 2520.53 GB/s, tuning took 0.359249 seconds at Mon Jul 11 18:23:27 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-device	128	2	1	4096	1	1	24576	1	-1	-1	-1	0.000662187	# 3059.33 Gflop/s, 2517.77 GB/s, tuning took 2.502290 seconds at Mon Jul 11 18:23:30 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-remote	128	2	1	4096	1	1	55638	1	-1	-1	-1	0.000658432	# 3076.78 Gflop/s, 2532.13 GB/s, tuning took 2.496107 seconds at Mon Jul 11 18:23:33 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.00042496	# 4855.98 Gflop/s, 2112.15 GB/s, tuning took 0.071254 seconds at Mon Jul 11 18:24:38 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.000422912	# 4879.50 Gflop/s, 2122.38 GB/s, tuning took 0.070005 seconds at Mon Jul 11 18:24:51 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	64	2	1	2048	1	1	15174	-1	-1	-1	-1	1.87131e-05	# 2857.75 Gflop/s, 2325.43 GB/s, tuning took 0.028327 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	32	2	1	4096	1	1	13910	-1	-1	-1	-1	0.000155209	# 344.55 Gflop/s, 280.37 GB/s, tuning took 0.101788 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	64	2	1	2048	1	1	16692	-1	-1	-1	-1	1.9038e-05	# 2808.97 Gflop/s, 2285.73 GB/s, tuning took 0.028338 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	64	2	1	2048	1	1	27819	-1	-1	-1	-1	0.000155355	# 344.23 Gflop/s, 280.11 GB/s, tuning took 0.101844 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	32	2	1	2048	1	1	8346	-1	-1	-1	-1	1.11017e-05	# 2408.53 Gflop/s, 1959.88 GB/s, tuning took 0.020549 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	32	2	1	2048	1	1	83457	-1	-1	-1	-1	0.000148626	# 179.91 Gflop/s, 146.39 GB/s, tuning took 0.098396 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	16	2	1	4096	1	1	3072	-1	-1	-1	-1	1.10018e-05	# 2430.40 Gflop/s, 1977.68 GB/s, tuning took 0.020576 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	2	1	2048	1	1	83457	-1	-1	-1	-1	0.000148773	# 179.73 Gflop/s, 146.25 GB/s, tuning took 0.098374 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1	16	2	1	4096	1	1	5217	-1	-1	-1	-1	1.09019e-05	# 2452.67 Gflop/s, 1995.80 GB/s, tuning took 0.020195 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	16	2	1	4096	1	1	5217	-1	-1	-1	-1	1.08894e-05	# 2455.49 Gflop/s, 1998.09 GB/s, tuning took 0.020144 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1	16	2	1	4096	1	1	5217	-1	-1	-1	-1	1.09019e-05	# 2452.67 Gflop/s, 1995.80 GB/s, tuning took 0.020230 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1,zero_copy,p2p=1	16	2	1	4096	1	1	5217	-1	-1	-1	-1	1.08894e-05	# 2455.49 Gflop/s, 1998.09 GB/s, tuning took 0.020080 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1	64	2	1	8192	1	1	20865	-1	-1	-1	-1	0.000364203	# 5553.78 Gflop/s, 2345.03 GB/s, tuning took 0.251742 seconds at Mon Jul 11 18:24:34 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-device	64	2	1	8192	1	1	13910	3	-1	-1	-1	0.00037376	# 5420.19 Gflop/s, 2335.56 GB/s, tuning took 1.925485 seconds at Mon Jul 11 18:24:36 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1,host-remote	64	2	1	8192	1	1	18546	3	-1	-1	-1	0.000372395	# 5440.06 Gflop/s, 2344.12 GB/s, tuning took 1.923649 seconds at Mon Jul 11 18:24:38 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	64	2	1	8192	1	1	13910	-1	-1	-1	-1	0.000358741	# 5638.33 Gflop/s, 2380.73 GB/s, tuning took 0.249486 seconds at Mon Jul 11 18:24:47 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-device	64	2	1	8192	1	1	20865	3	-1	-1	-1	0.000368981	# 5490.38 Gflop/s, 2365.81 GB/s, tuning took 1.913378 seconds at Mon Jul 11 18:24:49 2022
   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-remote	64	2	1	8192	1	1	27819	3	-1	-1	-1	0.000367616	# 5510.77 Gflop/s, 2374.60 GB/s, tuning took 1.909581 seconds at Mon Jul 11 18:24:51 2022
   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.00139298	# 1445.29 Gflop/s, 2457.00 GB/s, tuning took 0.235626 seconds at Mon Jul 11 18:23:52 2022
   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	4	1	0	-1	0.00140698	# 1430.92 Gflop/s, 2432.56 GB/s, tuning took 0.230885 seconds at Mon Jul 11 18:24:14 2022
   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1	32	2	1	4096	1	1	6144	-1	-1	-1	-1	0.000171691	# 274.83 Gflop/s, 952.75 GB/s, tuning took 0.088927 seconds at Mon Jul 11 18:23:40 2022
