tunecache	1.1.0	1.1.0-bbf27d48a-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.5.50	# Last updated Fri Jul 29 15:16:32 2022

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
       16x16x4x4	N4quda11SpinorNoiseIfLi2ELi24EL16QudaFieldOrder_s2EEE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,uniform	64	1	1	32	2	1	1586	-1	-1	-1	-1	1.15103e-05	# 0.00 Gflop/s, 136.65 GB/s, tuning took 0.034042 seconds at Mon Jul 11 18:32:04 2022
       16x16x4x4	N4quda12ExtractGhostIsLi48ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48fine-grained,extract	128	1	4	8	48	2	0	-1	-1	-1	-1	9.56975e-05	# 0.00 Gflop/s, 493.07 GB/s, tuning took 1.106346 seconds at Mon Jul 11 18:31:41 2022
       16x16x4x4	N4quda12ExtractGhostIsLi48ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48fine-grained,inject	512	1	1	2	48	8	0	-1	-1	-1	-1	5.0432e-05	# 0.00 Gflop/s, 935.63 GB/s, tuning took 0.924308 seconds at Mon Jul 11 18:32:04 2022
       16x16x4x4	N4quda13CalculateYhatIL19QudaFieldLocation_s2EfNS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEES5_NS3_IfLi48ELi1ELS4_13ELb1EfEELi48ELi4ELi2ELb0ELb1EEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,GPU-device,comm=0011,mma	8	1	1	256	24	96	0	0	0	0	0	0.000721579	# 39967.97 Gflop/s, 45199.38 GB/s, tuning took 0.005105 seconds at Mon Jul 11 18:31:58 2022
       16x16x4x4	N4quda13CalculateYhatIL19QudaFieldLocation_s2EfNS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEES5_NS3_IfLi48ELi1ELS4_13ELb1EfEELi48ELi4ELi2ELb1ELb1EEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,GPU-device,comm=0011,mma,compute_max	8	1	1	256	24	96	0	0	0	0	0	0.000534869	# 53919.78 Gflop/s, 33876.30 GB/s, tuning took 0.003800 seconds at Mon Jul 11 18:31:58 2022
       16x16x4x4	N4quda4blas3ax_IfEE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	256	1	1	216	2	1	0	-1	-1	-1	-1	3.45717e-06	# 113.74 Gflop/s, 909.91 GB/s, tuning took 0.009416 seconds at Mon Jul 11 18:32:46 2022
       16x16x4x4	N4quda4blas4CdotIdfEE	GPU-offline,nParity=2,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	512	1	1	96	1	1	0	-1	-1	-1	-1	1.19769e-05	# 131.32 Gflop/s, 262.65 GB/s, tuning took 0.074879 seconds at Mon Jul 11 18:32:46 2022
       16x16x4x4	N4quda4blas5Norm2IdfEE	GPU-offline,nParity=2,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	800	1	1	64	1	1	0	-1	-1	-1	-1	1.06857e-05	# 73.60 Gflop/s, 147.19 GB/s, tuning took 0.070135 seconds at Mon Jul 11 18:32:46 2022
       16x16x4x4	N4quda4blas6caxpy_IfEE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	448	2	1	216	1	1	0	-1	-1	-1	-1	3.72506e-06	# 422.24 Gflop/s, 1266.72 GB/s, tuning took 0.009382 seconds at Mon Jul 11 18:32:46 2022
       16x16x4x4	N4quda7RNGInitE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	64	1	1	32	2	1	0	-1	-1	-1	-1	0.000311296	# 0.00 Gflop/s, 0.00 GB/s, tuning took 0.053638 seconds at Mon Jul 11 18:32:04 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EfEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=2048precision=2geometry=1Nc=48,vol=4096stride=2048precision=4geometry=1Nc=48,fine-grained	64	1	1	32	48	2	3511	-1	-1	-1	-1	0.000472064	# 0.00 Gflop/s, 239.90 GB/s, tuning took 1.486465 seconds at Mon Jul 11 18:31:40 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=2048precision=2geometry=1Nc=48,vol=4096stride=2048precision=2geometry=1Nc=48,fine-grained	256	1	1	8	48	2	16385	-1	-1	-1	-1	0.000400725	# 0.00 Gflop/s, 188.40 GB/s, tuning took 1.226159 seconds at Mon Jul 11 18:32:47 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained	32	1	8	64	48	2	12289	-1	-1	-1	-1	0.00319966	# 0.00 Gflop/s, 283.15 GB/s, tuning took 15.071491 seconds at Mon Jul 11 18:31:57 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained,ghost	128	1	7	4	48	2	0	-1	-1	-1	-1	0.000172715	# 0.00 Gflop/s, 819.60 GB/s, tuning took 0.990546 seconds at Mon Jul 11 18:31:58 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb0EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained,ghost	256	1	1	2	48	8	0	-1	-1	-1	-1	5.28707e-05	# 0.00 Gflop/s, 2677.43 GB/s, tuning took 0.630296 seconds at Mon Jul 11 18:32:03 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EfEEEEEE	GPU-offline,vol=4096stride=2048precision=4geometry=1Nc=48,vol=4096stride=2048precision=2geometry=1Nc=48,fine-grained	32	4	1	64	12	2	3073	-1	-1	-1	-1	0.000122539	# 0.00 Gflop/s, 924.17 GB/s, tuning took 0.439617 seconds at Mon Jul 11 18:31:40 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained	32	2	1	64	24	16	1586	-1	-1	-1	-1	0.00064512	# 0.00 Gflop/s, 1404.34 GB/s, tuning took 3.491682 seconds at Mon Jul 11 18:32:02 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_13ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained,ghost	32	12	1	16	4	8	16385	-1	-1	-1	-1	6.04762e-05	# 0.00 Gflop/s, 2340.72 GB/s, tuning took 0.353140 seconds at Mon Jul 11 18:32:02 2022
       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s2ELb1EsEENS3_IfLi48ELi1ELS4_2ELb0EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained,ghost	256	1	1	2	48	8	0	-1	-1	-1	-1	5.41103e-05	# 0.00 Gflop/s, 2616.10 GB/s, tuning took 0.633100 seconds at Mon Jul 11 18:31:42 2022
       16x16x4x4	N4quda9GhostPackIssL16QudaFieldOrder_s9ELi2ELi768EEE	GPU-offline,vol=4096,parity=2,precision=2,order=9,Ns=2,Nc=768,TwistFlavor=1,halo_prec=2,comm=0011,topo=1148,order=0123,dest=00001111,nFace=1,spins_per_thread=2,colors_per_thread=2,shmem=0	32	16	1	64	24	2	0	-1	-1	-1	-1	0.000183125	# 0.00 Gflop/s, 137.42 GB/s, tuning took 0.124363 seconds at Mon Jul 11 18:32:47 2022
16x16x4x4,32x64x16x16	N4quda16ProlongateLaunchIfsLi4ELi3ELi2ELi24EEE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,vol=524288,parity=1,precision=4,order=2,Ns=4,Nc=3,TwistFlavor=1	128	1	1	4096	1	3	0	-1	-1	-1	-1	0.000513707	# 2351.46 Gflop/s, 1284.93 GB/s, tuning took 0.739382 seconds at Mon Jul 11 18:33:05 2022
        29360128	N4quda15TransformReduceINS_7maximumIdEEKNS_7complexIdEEmNS_8abs_max_IddEENS_8identityEEE	GPU-offline,batch_size=1	1024	1	1	216	1	1	0	-1	-1	-1	-1	0.000336213	# 0.00 Gflop/s, 1397.21 GB/s, tuning took 1.912220 seconds at Mon Jul 11 18:22:55 2022
        29360128	N4quda15TransformReduceINS_7maximumIfEEKNS_7complexIfEEmNS_8abs_max_IffEENS_8identityEEE	GPU-offline,batch_size=1	1024	1	1	192	1	1	0	-1	-1	-1	-1	0.000179883	# 0.00 Gflop/s, 1305.75 GB/s, tuning took 1.810903 seconds at Mon Jul 11 18:22:57 2022
         2x4x2x2	N4quda10CopySpinorIffLi2ELi32ENS_11colorspinor12FieldOrderCBIfLi2ELi32ELi1EL16QudaFieldOrder_s2EffLb0ELb0EEES4_EE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1	96	1	1	1	1	1	0	-1	-1	-1	-1	1.28731e-05	# 0.00 Gflop/s, 2.55 GB/s, tuning took 0.011163 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda12DslashCoarseIfssLi2ELi32ELb0ELb1ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,comm=0011,full,halo=00001111	128	1	2	2	1	32	9831	8	1	1	1	4.68025e-06	# 223.17 Gflop/s, 119.02 GB/s, tuning took 0.058455 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda12DslashCoarseIfssLi2ELi32ELb0ELb1ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,comm=0011,full,halo=00002222	128	1	2	2	1	32	4096	8	1	1	1	4.71166e-06	# 221.68 Gflop/s, 118.23 GB/s, tuning took 0.058461 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda12DslashCoarseIfssLi2ELi32ELb1ELb0ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,comm=0011,full,halo=00001111	96	1	4	3	1	32	6144	8	2	1	1	8.704e-06	# 963.29 Gflop/s, 498.82 GB/s, tuning took 0.095227 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda12DslashCoarseIfssLi2ELi32ELb1ELb0ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,comm=0011,full,halo=00002222	32	1	12	4	1	11	24577	4	2	1	1	2.04364e-05	# 410.27 Gflop/s, 212.45 GB/s, tuning took 0.151870 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda22DslashCoarsePolicyTuneINS_18DslashCoarseLaunchILb0EEEEE	policy,clover,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,gauge_prec=2,halo_prec=2,comm=0011,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=11110011111,full	32	1	1	1	1	1	0	2	0	0	0	4.71166e-06	# 221.68 Gflop/s, 118.23 GB/s, tuning took 0.007551 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda22DslashCoarsePolicyTuneINS_18DslashCoarseLaunchILb0EEEEE	policy,dslash,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,gauge_prec=2,halo_prec=2,comm=0011,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=11110011111,full	32	1	1	1	1	1	0	9	0	0	0	4.13607e-05	# 202.72 Gflop/s, 104.97 GB/s, tuning took 0.020962 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas11multicaxpy_IfEE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=4,Nyw=1	128	1	1	216	1	1	0	1	0	0	0	7.6847e-06	# 8.53 Gflop/s, 12.79 GB/s, tuning took 0.010212 seconds at Mon Jul 11 18:33:04 2022
         2x4x2x2	N4quda4blas12TileSizeTuneINS0_9multiCdotES2_St7complexIdEEE	nested_policy,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,n=4,m=5,multi-blas-n=4,max_nyw_tile=8	32	1	1	1	1	1	0	4	5	0	0	1.29052e-05	# 0.00 Gflop/s, 0.00 GB/s, tuning took 0.023469 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas12TileSizeTuneINS0_9multiCdotES2_St7complexIdEEE	nested_policy,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,n=5,m=4,multi-blas-n=4,max_nyw_tile=8	32	1	1	1	1	1	0	4	4	0	0	2.39017e-05	# 0.00 Gflop/s, 0.00 GB/s, tuning took 0.013178 seconds at Mon Jul 11 18:33:04 2022
         2x4x2x2	N4quda4blas13TransposeTuneINS0_9multiCdotES2_St7complexIdEEE	policy,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,n=4,m=5,multi-blas-n=4,max_nyw_tile=8	32	1	1	1	1	1	0	0	0	0	0	1.35078e-05	# 0.00 Gflop/s, 0.00 GB/s, tuning took 0.002817 seconds at Mon Jul 11 18:33:04 2022
         2x4x2x2	N4quda4blas5Norm2IdfEE	GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1	1024	1	1	1	1	1	0	-1	-1	-1	-1	8.28595e-06	# 0.99 Gflop/s, 1.98 GB/s, tuning took 0.010897 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas7axpbyz_IfEE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1	608	1	1	216	1	1	0	-1	-1	-1	-1	2.77943e-06	# 4.42 Gflop/s, 17.68 GB/s, tuning took 0.007949 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=1,Nyw=1,max_nyw_tile=8	512	1	1	1	1	1	0	-1	-1	-1	-1	9.42498e-06	# 1.74 Gflop/s, 3.48 GB/s, tuning took 0.007183 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=1,Nyw=1,max_nyw_tile=8,norm	512	1	1	1	1	1	0	-1	-1	-1	-1	9.33094e-06	# 1.76 Gflop/s, 3.51 GB/s, tuning took 0.007157 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=1,Nyw=2,max_nyw_tile=8	512	1	1	1	1	2	0	-1	-1	-1	-1	9.42478e-06	# 3.48 Gflop/s, 6.95 GB/s, tuning took 0.012402 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=2,Nyw=1,max_nyw_tile=8	512	1	1	1	1	1	0	-1	-1	-1	-1	1.03781e-05	# 3.16 Gflop/s, 4.74 GB/s, tuning took 0.007139 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=2,Nyw=2,max_nyw_tile=8	512	1	1	1	1	2	0	-1	-1	-1	-1	1.04356e-05	# 6.28 Gflop/s, 9.42 GB/s, tuning took 0.011887 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=2,Nyw=2,max_nyw_tile=8,norm	512	1	1	1	1	2	0	-1	-1	-1	-1	1.02515e-05	# 6.39 Gflop/s, 9.59 GB/s, tuning took 0.012057 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=2,Nyw=4,max_nyw_tile=8	512	1	1	1	1	4	0	-1	-1	-1	-1	1.09508e-05	# 11.97 Gflop/s, 17.95 GB/s, tuning took 0.011354 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=3,Nyw=4,max_nyw_tile=8	512	1	1	1	1	4	0	-1	-1	-1	-1	1.17011e-05	# 16.80 Gflop/s, 22.40 GB/s, tuning took 0.012496 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=4,Nyw=2,max_nyw_tile=8	512	1	1	1	1	2	0	-1	-1	-1	-1	1.15492e-05	# 11.35 Gflop/s, 14.19 GB/s, tuning took 0.013330 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=4,Nyw=3,max_nyw_tile=8	512	1	1	1	1	3	0	-1	-1	-1	-1	1.22206e-05	# 16.09 Gflop/s, 20.11 GB/s, tuning took 0.012138 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,Nxz=4,Nyw=5,max_nyw_tile=8	512	1	1	1	1	5	0	-1	-1	-1	-1	1.23419e-05	# 26.55 Gflop/s, 33.19 GB/s, tuning took 0.012766 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda9GhostPackIfsL16QudaFieldOrder_s2ELi2ELi32EEE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,halo_prec=2,comm=0011,topo=1148,order=0123,dest=00001111,nFace=1,spins_per_thread=2,colors_per_thread=2,shmem=0	32	16	1	2	1	1	4096	-1	-1	-1	-1	4.74935e-06	# 0.00 Gflop/s, 10.35 GB/s, tuning took 0.009819 seconds at Mon Jul 11 18:33:03 2022
         2x4x2x2	N4quda9GhostPackIfsL16QudaFieldOrder_s2ELi2ELi32EEE	GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,halo_prec=2,comm=0011,topo=1148,order=0123,dest=00002222,nFace=1,spins_per_thread=2,colors_per_thread=2,shmem=0	32	16	1	2	1	1	4096	-1	-1	-1	-1	7.13238e-06	# 0.00 Gflop/s, 6.89 GB/s, tuning took 0.010408 seconds at Mon Jul 11 18:33:03 2022
         3145728	N4quda15TransformReduceINS_7maximumIfEENS_7complexIsEEjNS_8abs_max_IfsEENS_8identityEEE	GPU-offline,batch_size=2	512	1	1	216	1	2	0	-1	-1	-1	-1	2.0057e-05	# 0.00 Gflop/s, 1254.71 GB/s, tuning took 0.124844 seconds at Mon Jul 11 18:32:46 2022
     32x64x16x16	N4quda11TwistCloverIfLi3EEE	GPU-offline,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,inverse	128	1	1	4096	1	1	0	-1	-1	-1	-1	0.000174592	# 3171.10 Gflop/s, 1249.22 GB/s, tuning took 0.177210 seconds at Mon Jul 11 18:26:52 2022
     32x64x16x16	N4quda11TwistCloverIsLi3EEE	GPU-offline,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,inverse	32	1	1	16384	1	1	0	-1	-1	-1	-1	0.000124416	# 4449.98 Gflop/s, 910.22 GB/s, tuning took 0.137682 seconds at Mon Jul 11 18:27:47 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy,commDim=0011,xpay,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.00104789	# 960.63 Gflop/s, 1633.06 GB/s, tuning took 0.146366 seconds at Mon Jul 11 18:26:05 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	11	1	0	-1	0.00104619	# 962.19 Gflop/s, 1635.73 GB/s, tuning took 0.146038 seconds at Mon Jul 11 18:26:36 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	96	1	1	1366	1	1	12840	-1	-1	-1	-1	6.6176e-05	# 404.05 Gflop/s, 1235.93 GB/s, tuning took 0.094613 seconds at Mon Jul 11 18:25:51 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	32	1	1	4096	1	1	15174	-1	-1	-1	-1	0.000268288	# 99.66 Gflop/s, 304.85 GB/s, tuning took 0.323060 seconds at Mon Jul 11 18:25:52 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	64	1	1	2048	1	1	5756	-1	-1	-1	-1	6.496e-05	# 411.62 Gflop/s, 1259.07 GB/s, tuning took 0.093319 seconds at Mon Jul 11 18:26:22 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	64	1	1	2048	1	1	27819	-1	-1	-1	-1	0.000267264	# 100.05 Gflop/s, 306.02 GB/s, tuning took 0.321482 seconds at Mon Jul 11 18:26:23 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	160	1	1	410	1	1	16692	-1	-1	-1	-1	1.57661e-05	# 847.98 Gflop/s, 2593.83 GB/s, tuning took 0.040128 seconds at Mon Jul 11 18:25:51 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	16	1	1	4096	1	1	41729	-1	-1	-1	-1	0.000248832	# 53.73 Gflop/s, 164.35 GB/s, tuning took 0.318276 seconds at Mon Jul 11 18:25:51 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	160	1	1	410	1	1	33383	-1	-1	-1	-1	2.08584e-05	# 640.96 Gflop/s, 1960.57 GB/s, tuning took 0.047071 seconds at Mon Jul 11 18:26:22 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	16	1	1	4096	1	1	41729	-1	-1	-1	-1	0.000249856	# 53.51 Gflop/s, 163.67 GB/s, tuning took 0.316287 seconds at Mon Jul 11 18:26:22 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1	112	1	1	586	1	1	11923	-1	-1	-1	-1	1.62251e-05	# 823.99 Gflop/s, 2520.44 GB/s, tuning took 0.038549 seconds at Mon Jul 11 18:25:51 2022
     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1,zero_copy,p2p=1	112	1	1	586	1	1	10433	-1	-1	-1	-1	1.62781e-05	# 821.31 Gflop/s, 2512.24 GB/s, tuning took 0.038548 seconds at Mon Jul 11 18:25:51 2022
